Yoast SEO;https://ru.wordpress.org/plugins/wordpress-seo/;10+ млн активных установок;6.5.3
Контактная форма WPForms — конструктор форм для WordPress с возможностью перетаскивания элементов;https://ru.wordpress.org/plugins/wpforms-lite/;6+ млн активных установок;6.5.3
Jetpack предназначен для защиты, резервного копирования, повышения скорости работы и развития вашего сайта WordPress;https://ru.wordpress.org/plugins/jetpack/;4+ млн активных установок;6.5.3
Rank Math SEO with AI Best SEO Tools;https://ru.wordpress.org/plugins/seo-by-rank-math/;2+ млн активных установок;6.5.3
Advanced Editor Tools;https://ru.wordpress.org/plugins/tinymce-advanced/;2+ млн активных установок;6.5.3
MC4WP: Mailchimp for WordPress;https://ru.wordpress.org/plugins/mailchimp-for-wp/;2+ млн активных установок;6.5.3
Smush Image Optimization – Optimize Images | Compress & Lazy Load Images | Convert WebP | Image CDN;https://ru.wordpress.org/plugins/wp-smushit/;1+ млн активных установок;6.5.3
Smash Balloon Social Photo Feed — лучший плагин для социальных сетей для WordPress;https://ru.wordpress.org/plugins/instagram-feed/;1+ млн активных установок;6.5.3
Redux Framework;https://ru.wordpress.org/plugins/redux-framework/;1+ млн активных установок;6.5.3
Complianz — GDPR/CCPA Cookie Consent;https://ru.wordpress.org/plugins/complianz-gdpr/;1+ млн активных установок;6.5.3
Smart Slider 3;https://ru.wordpress.org/plugins/smart-slider-3/;900 000+ активных установок;6.5.3
Ninja Forms — The Contact Form Builder That Grows With You;https://ru.wordpress.org/plugins/ninja-forms/;800 000+ активных установок;6.5.3
Events Calendar;https://ru.wordpress.org/plugins/the-events-calendar/;700 000+ активных установок;6.5.3
Spectra — WordPress Gutenberg Blocks;https://ru.wordpress.org/plugins/ultimate-addons-for-gutenberg/;700 000+ активных установок;6.5.3
MailPoet — Newsletters, Email Marketing, and Automation;https://ru.wordpress.org/plugins/mailpoet/;700 000+ активных установок;6.5.3
Slider, Gallery, and Carousel by MetaSlider — Responsive WordPress Plugin;https://ru.wordpress.org/plugins/ml-slider/;600 000+ активных установок;6.5.3
WP Shortcodes Plugin — Shortcodes Ultimate;https://ru.wordpress.org/plugins/shortcodes-ultimate/;600 000+ активных установок;6.5.3
Forminator — Форма обратной связи, форма оплаты и произвольный конструктор форм;https://ru.wordpress.org/plugins/forminator/;500 000+ активных установок;6.5.3
NextGEN Gallery — Create an Amazing Photo Gallery in Seconds;https://ru.wordpress.org/plugins/nextgen-gallery/;500 000+ активных установок;6.5.3
AMP;https://ru.wordpress.org/plugins/amp/;500 000+ активных установок;6.5.3
CoBlocks — конструктор страниц Блоки Gutenberg;https://ru.wordpress.org/plugins/coblocks/;400 000+ активных установок;6.5.3
Gutenberg Blocks with AI by Kadence WP – Page Builder Features;https://ru.wordpress.org/plugins/kadence-blocks/;400 000+ активных установок;6.5.3
Formidable Forms — Contact Form Plugin, Survey, Quiz, Payment, Calculator Form & Custom Form Builder;https://ru.wordpress.org/plugins/formidable/;400 000+ активных установок;6.5.3
Блоки Otter — блоки Gutenberg, конструктор страниц для редактора Gutenberg и FSE;https://ru.wordpress.org/plugins/otter-blocks/;300 000+ активных установок;6.5.3
HubSpot — CRM, Email Marketing, Live Chat, Forms & Analytics;https://ru.wordpress.org/plugins/leadin/;300 000+ активных установок;6.4.4
Duplicate Post;https://ru.wordpress.org/plugins/copy-delete-posts/;300 000+ активных установок;6.4.4
SEOPress — On-site SEO;https://ru.wordpress.org/plugins/wp-seopress/;300 000+ активных установок;6.5.3
Pretty Links — Affiliate Links, Link Branding, Link Tracking & Marketing Plugin;https://ru.wordpress.org/plugins/pretty-link/;300 000+ активных установок;6.5.3
Members — Membership & User Role Editor Plugin;https://ru.wordpress.org/plugins/members/;300 000+ активных установок;6.4.4
Popup Builder — Create highly converting, mobile friendly marketing popups.;https://ru.wordpress.org/plugins/popup-builder/;200 000+ активных установок;6.4.4
Photo Gallery by 10Web — Mobile-Friendly Image Gallery;https://ru.wordpress.org/plugins/photo-gallery/;200 000+ активных установок;6.5.3
Orbit Fox от ThemeIsle;https://ru.wordpress.org/plugins/themeisle-companion/;200 000+ активных установок;6.5.3
Burst Statistics — Privacy-Friendly Analytics for WordPress;https://ru.wordpress.org/plugins/burst-statistics/;200 000+ активных установок;6.5.3
Fonts Plugin | Google Fonts Typography;https://ru.wordpress.org/plugins/olympus-google-fonts/;200 000+ активных установок;6.5.3
Smash Balloon Social Post Feed — Simple Social Feeds for WordPress;https://ru.wordpress.org/plugins/custom-facebook-feed/;200 000+ активных установок;6.5.3
YouTube WordPress Plugin by Embed Plus;https://ru.wordpress.org/plugins/youtube-embed-plus/;100 000+ активных установок;6.5.3
Best WordPress Gallery Plugin – FooGallery;https://ru.wordpress.org/plugins/foogallery/;100 000+ активных установок;6.5.3
Layout Grid Block;https://ru.wordpress.org/plugins/layout-grid/;100 000+ активных установок;6.2.5
Gallery Plugin for WordPress — Envira Photo Gallery;https://ru.wordpress.org/plugins/envira-gallery-lite/;100 000+ активных установок;6.5.3
Custom Twitter Feeds — A Tweets Widget or X Feed Widget;https://ru.wordpress.org/plugins/custom-twitter-feeds/;100 000+ активных установок;6.5.3
Essential Blocks;https://ru.wordpress.org/plugins/essential-blocks/;100 000+ активных установок;6.5.3
Web Stories;https://ru.wordpress.org/plugins/web-stories/;100 000+ активных установок;6.5.3
GiveWP — Платформа для пожертвований и фандрайзинга;https://ru.wordpress.org/plugins/give/;100 000+ активных установок;6.5.3
Social Icons Widget & Block by WPZOOM;https://ru.wordpress.org/plugins/social-icons-widget-by-wpzoom/;100 000+ активных установок;6.5.3
Schema & Structured Data for WP & AMP;https://ru.wordpress.org/plugins/schema-and-structured-data-for-wp/;100 000+ активных установок;6.5.3
Pods — Custom Content Types and Fields;https://ru.wordpress.org/plugins/pods/;100 000+ активных установок;6.5.3
Hustle — Email Marketing, Lead Generation, Optins, Popups;https://ru.wordpress.org/plugins/wordpress-popup/;100 000+ активных установок;6.5.3
Feeds for YouTube (плагин для видео, канала и галереи YouTube);https://ru.wordpress.org/plugins/feeds-for-youtube/;100 000+ активных установок;6.5.3
Genesis Blocks;https://ru.wordpress.org/plugins/genesis-blocks/;100 000+ активных установок;6.5.3
Paid Memberships Pro — Content Restriction, User Registration, & Paid Subscriptions;https://ru.wordpress.org/plugins/paid-memberships-pro/;90 000+ активных установок;6.5.3
EmbedPress – Embed PDF, Google Docs, Vimeo, Wistia, Embed YouTube Videos, Audios, Maps & Embed Any Documents in Gutenberg & Elementor;https://ru.wordpress.org/plugins/embedpress/;90 000+ активных установок;6.5.3
Event Tickets and Registration;https://ru.wordpress.org/plugins/event-tickets/;80 000+ активных установок;6.5.3
Easy Forms for Mailchimp;https://ru.wordpress.org/plugins/yikes-inc-easy-mailchimp-extender/;80 000+ активных установок;6.4.4
User Profile Picture;https://ru.wordpress.org/plugins/metronet-profile-picture/;60 000+ активных установок;6.3.4
Site Reviews;https://ru.wordpress.org/plugins/site-reviews/;60 000+ активных установок;6.5.3
Getwid — Gutenberg блоки;https://ru.wordpress.org/plugins/getwid/;60 000+ активных установок;6.5.3
WP Booking Calendar;https://ru.wordpress.org/plugins/booking/;60 000+ активных установок;6.5.3
Form Maker by 10Web — Удобный для мобильных устройств конструктор контактных форм с перетаскиванием;https://ru.wordpress.org/plugins/form-maker/;50 000+ активных установок;6.5.3
Calculated Fields Form;https://ru.wordpress.org/plugins/calculated-fields-form/;50 000+ активных установок;6.5.3
Ultimate Blocks — Плагин блоков WordPress;https://ru.wordpress.org/plugins/ultimate-blocks/;50 000+ активных установок;6.5.3
User Profile Builder — Beautiful User Registration Forms, User Profiles & User Role Editor;https://ru.wordpress.org/plugins/profile-builder/;50 000+ активных установок;6.5.3
WP Recipe Maker;https://ru.wordpress.org/plugins/wp-recipe-maker/;50 000+ активных установок;6.5.3
Photo Gallery, Images, Slider in Rbs Image Gallery;https://ru.wordpress.org/plugins/robo-gallery/;50 000+ активных установок;6.5.3
RSS Aggregator by Feedzy – Feed to Post, Autoblogging, News & YouTube Video Feeds Aggregator;https://ru.wordpress.org/plugins/feedzy-rss-feeds/;50 000+ активных установок;6.5.3
ConvertKit — Email Newsletter, Email Marketing, Subscribers and Landing Pages;https://ru.wordpress.org/plugins/convertkit/;40 000+ активных установок;6.5.3
Slider by Soliloquy — Responsive Image Slider for WordPress;https://ru.wordpress.org/plugins/soliloquy-lite/;40 000+ активных установок;6.5.3
Qi Blocks;https://ru.wordpress.org/plugins/qi-blocks/;40 000+ активных установок;6.5.3
Gutentor — Gutenberg Blocks — Page Builder for Gutenberg Editor;https://ru.wordpress.org/plugins/gutentor/;40 000+ активных установок;6.5.3
Advanced Responsive Video Embedder — Rumble, YouTube, Vimeo, Kick …;https://ru.wordpress.org/plugins/advanced-responsive-video-embedder/;40 000+ активных установок;6.5.0
Post Grid Gutenberg Blocks and WordPress Blog Plugin – PostX;https://ru.wordpress.org/plugins/ultimate-post/;40 000+ активных установок;6.5.3
Timetable and Event Schedule by MotoPress;https://ru.wordpress.org/plugins/mp-timetable/;30 000+ активных установок;6.5.3
ThirstyAffiliates — Affiliate Links, Link Branding, Link Tracking & Marketing Plugin;https://ru.wordpress.org/plugins/thirstyaffiliates/;30 000+ активных установок;6.4.4
Constant Contact Forms;https://ru.wordpress.org/plugins/constant-contact-forms/;30 000+ активных установок;6.5.3
Uncanny Toolkit for LearnDash;https://ru.wordpress.org/plugins/uncanny-learndash-toolkit/;30 000+ активных установок;6.4.4
Visualizer: Tables and Charts Manager for WordPress;https://ru.wordpress.org/plugins/visualizer/;30 000+ активных установок;6.5.3
Gallery Blocks with Lightbox. Image Gallery, (HTML5 video , YouTube, Vimeo) Video Gallery and Lightbox for native gallery;https://ru.wordpress.org/plugins/simply-gallery-block/;30 000+ активных установок;6.5.3
Form builder to get in touch with visitors, grow your email list and collect payments — Happyforms;https://ru.wordpress.org/plugins/happyforms/;30 000+ активных установок;6.5.3
Accept Stripe Payments;https://ru.wordpress.org/plugins/stripe-payments/;30 000+ активных установок;6.5.3
Gutenberg Blocks — PublishPress Blocks Gutenberg Editor Plugin;https://ru.wordpress.org/plugins/advanced-gutenberg/;30 000+ активных установок;6.5.3
Superb Addons — Blocks, Patterns and Elementor Sections & Elements;https://ru.wordpress.org/plugins/superb-blocks/;30 000+ активных установок;6.5.3
Portfolio Gallery — Плагин галереи изображений;https://ru.wordpress.org/plugins/portfolio-filter-gallery/;30 000+ активных установок;6.4.4
10WebSocial;https://ru.wordpress.org/plugins/wd-instagram-feed/;30 000+ активных установок;5.0.21
Slider by 10Web — Responsive Image Slider;https://ru.wordpress.org/plugins/slider-wd/;30 000+ активных установок;5.8.9
Image Photo Gallery Final Tiles Grid;https://ru.wordpress.org/plugins/final-tiles-grid-gallery-lite/;20 000+ активных установок;6.5.3
SyntaxHighlighter Evolved;https://ru.wordpress.org/plugins/syntaxhighlighter/;20 000+ активных установок;6.4.4
Cool Timeline (Horizontal & Vertical Timeline);https://ru.wordpress.org/plugins/cool-timeline/;20 000+ активных установок;6.5.3
Блок карт для Google Maps;https://ru.wordpress.org/plugins/map-block-gutenberg/;20 000+ активных установок;6.5.3
Ecwid Ecommerce Shopping Cart;https://ru.wordpress.org/plugins/ecwid-shopping-cart/;20 000+ активных установок;6.5.3
WP Map Block — блок карты Gutenberg для Google Map и OpenStreetMap;https://ru.wordpress.org/plugins/wp-map-block/;20 000+ активных установок;6.5.3
Quiz Maker;https://ru.wordpress.org/plugins/quiz-maker/;20 000+ активных установок;6.5.3
Embed PDF Viewer;https://ru.wordpress.org/plugins/embed-pdf-viewer/;20 000+ активных установок;6.3.4
Appointment Hour Booking — Плагин WordPress бронирования;https://ru.wordpress.org/plugins/appointment-hour-booking/;20 000+ активных установок;6.5.3
Snow Monkey Editor;https://ru.wordpress.org/plugins/snow-monkey-editor/;20 000+ активных установок;6.5.3
WP User Frontend — Registration, User Profile, Membership, Content Restriction, User Directory, and Frontend Post Submission Plugin;https://ru.wordpress.org/plugins/wp-user-frontend/;20 000+ активных установок;6.4.4
Toolkit for Block Theme (Starter Templates, Portfolio, Gutenberg Blocks, Patterns) – Twentig;https://ru.wordpress.org/plugins/twentig/;20 000+ активных установок;6.5.3
All-in-One Video Gallery;https://ru.wordpress.org/plugins/all-in-one-video-gallery/;20 000+ активных установок;6.5.3
The Events Calendar Shortcode & Block;https://ru.wordpress.org/plugins/the-events-calendar-shortcode/;20 000+ активных установок;6.5.3
WPZOOM Portfolio Lite — Filterable Portfolio Plugin;https://ru.wordpress.org/plugins/wpzoom-portfolio/;20 000+ активных установок;6.5.3
Page View Count;https://ru.wordpress.org/plugins/page-views-count/;20 000+ активных установок;6.5.3
YASR — Yet Another Star Rating Plugin for WordPress;https://ru.wordpress.org/plugins/yet-another-stars-rating/;20 000+ активных установок;6.5.3
WP Meta SEO;https://ru.wordpress.org/plugins/wp-meta-seo/;20 000+ активных установок;6.5.3
Advanced Sidebar Menu;https://ru.wordpress.org/plugins/advanced-sidebar-menu/;20 000+ активных установок;6.5.3
Reusable Blocks Extended;https://ru.wordpress.org/plugins/reusable-blocks-extended/;20 000+ активных установок;6.4.4
UsersWP — Front-end login form, User Registration, User Profile & Members Directory plugin for WordPress;https://ru.wordpress.org/plugins/userswp/;20 000+ активных установок;6.5.3
10Web Social Post Feed;https://ru.wordpress.org/plugins/wd-facebook-feed/;10 000+ активных установок;5.0.21
WordPress Slider Block Gutenslider;https://ru.wordpress.org/plugins/gutenslider/;10 000+ активных установок;6.4.4
Photonic Gallery & Lightbox for Flickr, SmugMug, Google Photos & Others;https://ru.wordpress.org/plugins/photonic/;10 000+ активных установок;6.5.3
Highlighting Code Block;https://ru.wordpress.org/plugins/highlighting-code-block/;10 000+ активных установок;6.4.4
Events Shortcodes For The Events Calendar;https://ru.wordpress.org/plugins/template-events-calendar/;10 000+ активных установок;6.5.3
Pricing Tables WordPress Plugin — Easy Pricing Tables;https://ru.wordpress.org/plugins/easy-pricing-tables/;10 000+ активных установок;6.5.3
GeoDirectory — WordPress Business Directory Plugin, or Classified Directory;https://ru.wordpress.org/plugins/geodirectory/;10 000+ активных установок;6.5.3
Carousel Slider Block for Gutenberg;https://ru.wordpress.org/plugins/carousel-block/;10 000+ активных установок;6.5.3
GamiPress — The #1 gamification plugin to reward points, achievements, badges & ranks in WordPress;https://ru.wordpress.org/plugins/gamipress/;10 000+ активных установок;6.5.3
Five Star Restaurant Reservations — WordPress Booking Plugin;https://ru.wordpress.org/plugins/restaurant-reservations/;10 000+ активных установок;6.5.3
Directorist — WordPress Business Directory Plugin with Classified Ads Listings;https://ru.wordpress.org/plugins/directorist/;10 000+ активных установок;6.5.3
BookingPress — Appointment Booking Calendar Plugin and Online Scheduling Plugin;https://ru.wordpress.org/plugins/bookingpress-appointment-booking/;10 000+ активных установок;6.5.3
Paid Membership Subscriptions — Effortless Memberships, Recurring Payments & Content Restriction;https://ru.wordpress.org/plugins/paid-member-subscriptions/;10 000+ активных установок;6.5.3
WP VR — конструктор 360 панорам и виртуальных туров для WordPress;https://ru.wordpress.org/plugins/wpvr/;10 000+ активных установок;6.4.4
Visual Link Preview;https://ru.wordpress.org/plugins/visual-link-preview/;10 000+ активных установок;6.5.3
HivePress — Плагин WordPress для бизнес-каталогов и досок объявлений;https://ru.wordpress.org/plugins/hivepress/;10 000+ активных установок;6.5.3
Qubely — расширенные блоки Gutenberg;https://ru.wordpress.org/plugins/qubely/;10 000+ активных установок;6.4.4
LIQUID SPEECH BALLOON;https://ru.wordpress.org/plugins/liquid-speech-balloon/;10 000+ активных установок;6.5.3
Timeline Express;https://ru.wordpress.org/plugins/timeline-express/;10 000+ активных установок;6.2.5
Contact Form Email;https://ru.wordpress.org/plugins/contact-form-to-email/;10 000+ активных установок;6.5.3
Countdown, Coming Soon, Maintenance — Countdown & Clock;https://ru.wordpress.org/plugins/countdown-builder/;10 000+ активных установок;6.5.3
Bootstrap Blocks;https://ru.wordpress.org/plugins/wp-bootstrap-blocks/;10 000+ активных установок;6.4.4
Elementor Blocks for Gutenberg;https://ru.wordpress.org/plugins/block-builder/;10 000+ активных установок;6.5.3
Countdown Timer — Widget Countdown;https://ru.wordpress.org/plugins/widget-countdown/;10 000+ активных установок;6.5.3
WP Tabs — Responsive Tabs Plugin for WordPress;https://ru.wordpress.org/plugins/wp-expand-tabs-free/;10 000+ активных установок;6.5.3
Hotel Booking Lite;https://ru.wordpress.org/plugins/motopress-hotel-booking-lite/;10 000+ активных установок;6.5.3
Podcast Player — Your Podcasting Companion;https://ru.wordpress.org/plugins/podcast-player/;10 000+ активных установок;6.5.3
Better Click To Tweet;https://ru.wordpress.org/plugins/better-click-to-tweet/;10 000+ активных установок;6.5.3
FAQ / Accordion / Docs – Helpie WordPress FAQ Accordion plugin;https://ru.wordpress.org/plugins/helpie-faq/;10 000+ активных установок;6.4.4
Easy Maps Block;https://ru.wordpress.org/plugins/easy-maps-block/;10 000+ активных установок;6.5.3
Recipe Card Blocks for Gutenberg & Elementor — Best WordPress Recipe Plugin;https://ru.wordpress.org/plugins/recipe-card-blocks-by-wpzoom/;10 000+ активных установок;6.5.3
Auto Amazon Links — Amazon Associates Affiliate Plugin;https://ru.wordpress.org/plugins/amazon-auto-links/;10 000+ активных установок;6.5.3
eCommerce Product Catalog Плагин для WordPress;https://ru.wordpress.org/plugins/ecommerce-product-catalog/;10 000+ активных установок;6.5.3
WP User Manager — User Profile Builder & Membership;https://ru.wordpress.org/plugins/wp-user-manager/;10 000+ активных установок;6.5.3
Simple Newsletter Plugin — Noptin;https://ru.wordpress.org/plugins/newsletter-optin-box/;10 000+ активных установок;6.5.3
Gallery Block (Meow Gallery);https://ru.wordpress.org/plugins/meow-gallery/;10 000+ активных установок;6.5.3
